task,method,sample_id,article_group,replicate,mrr,recall_at_1,recall_at_5,tie_size,agreement_at_5,gallery_size
heldout_method,sequence_as_set,l196-s4-petersson-2006,article:l196,0,,,,,0.4,119
heldout_method,sequence_as_bag,l196-s4-petersson-2006,article:l196,0,,,,,0.2,119
heldout_method,random_gallery,l196-s4-petersson-2006,article:l196,0,,,,,0.3277310924369748,119
heldout_method,balanced_strict,l385-s3-bailey-2019,article:l385,0,,,,,0.8,119
heldout_method,equal_facets,l385-s3-bailey-2019,article:l385,0,,,,,0.8,119
heldout_method,gower_field_pool,l385-s3-bailey-2019,article:l385,0,,,,,0.4,119
heldout_method,sequence_as_set,l385-s3-bailey-2019,article:l385,0,,,,,0.8,119
heldout_method,sequence_as_bag,l385-s3-bailey-2019,article:l385,0,,,,,0.8,119
heldout_method,random_gallery,l385-s3-bailey-2019,article:l385,0,,,,,0.3277310924369748,119
heldout_method,balanced_strict,l308-s4-demetrio-2013,article:l308,0,,,,,0.4,118
heldout_method,equal_facets,l308-s4-demetrio-2013,article:l308,0,,,,,0.4,118
heldout_method,gower_field_pool,l308-s4-demetrio-2013,article:l308,0,,,,,0.4,118
heldout_method,sequence_as_set,l308-s4-demetrio-2013,article:l308,0,,,,,0.4,118
heldout_method,sequence_as_bag,l308-s4-demetrio-2013,article:l308,0,,,,,0.4,118
heldout_method,random_gallery,l308-s4-demetrio-2013,article:l308,0,,,,,0.3220338983050847,118
heldout_method,balanced_strict,l240-s6-hong-2005,article:l240,0,,,,,0.6,119
heldout_method,equal_facets,l240-s6-hong-2005,article:l240,0,,,,,0.6,119
heldout_method,gower_field_pool,l240-s6-hong-2005,article:l240,0,,,,,0.6,119
heldout_method,sequence_as_set,l240-s6-hong-2005,article:l240,0,,,,,0.675,119
heldout_method,sequence_as_bag,l240-s6-hong-2005,article:l240,0,,,,,0.6,119
heldout_method,random_gallery,l240-s6-hong-2005,article:l240,0,,,,,0.3277310924369748,119
heldout_method,balanced_strict,l262-s5-oyarzabal-2016,article:l262,0,,,,,0.6,119
heldout_method,equal_facets,l262-s5-oyarzabal-2016,article:l262,0,,,,,0.8,119
heldout_method,gower_field_pool,l262-s5-oyarzabal-2016,article:l262,0,,,,,0.6,119
heldout_method,sequence_as_set,l262-s5-oyarzabal-2016,article:l262,0,,,,,0.4,119
heldout_method,sequence_as_bag,l262-s5-oyarzabal-2016,article:l262,0,,,,,0.6,119
heldout_method,random_gallery,l262-s5-oyarzabal-2016,article:l262,0,,,,,0.3277310924369748,119
heldout_method,balanced_strict,l378-s1-sotta-2017,article:l378,0,,,,,0.37142857142857144,119
heldout_method,equal_facets,l378-s1-sotta-2017,article:l378,0,,,,,0.4,119
heldout_method,gower_field_pool,l378-s1-sotta-2017,article:l378,0,,,,,0.4,119
heldout_method,sequence_as_set,l378-s1-sotta-2017,article:l378,0,,,,,0.47272727272727266,119
heldout_method,sequence_as_bag,l378-s1-sotta-2017,article:l378,0,,,,,0.37142857142857144,119
heldout_method,random_gallery,l378-s1-sotta-2017,article:l378,0,,,,,0.3277310924369748,119
heldout_method,balanced_strict,l110-s7-singha-2008,article:l110,0,,,,,0.4,119
heldout_method,equal_facets,l110-s7-singha-2008,article:l110,0,,,,,0.4,119
heldout_method,gower_field_pool,l110-s7-singha-2008,article:l110,0,,,,,0.2,119
heldout_method,sequence_as_set,l110-s7-singha-2008,article:l110,0,,,,,0.6,119
heldout_method,sequence_as_bag,l110-s7-singha-2008,article:l110,0,,,,,0.4,119
heldout_method,random_gallery,l110-s7-singha-2008,article:l110,0,,,,,0.3277310924369748,119
heldout_method,balanced_strict,l238-s3-zhao-2008,article:l238,0,,,,,0.4,119
heldout_method,equal_facets,l238-s3-zhao-2008,article:l238,0,,,,,0.4,119
heldout_method,gower_field_pool,l238-s3-zhao-2008,article:l238,0,,,,,0.2,119
heldout_method,sequence_as_set,l238-s3-zhao-2008,article:l238,0,,,,,0.4,119
heldout_method,sequence_as_bag,l238-s3-zhao-2008,article:l238,0,,,,,0.4,119
heldout_method,random_gallery,l238-s3-zhao-2008,article:l238,0,,,,,0.3277310924369748,119
heldout_method,balanced_strict,l242-s4-narayanan-2006,article:l242,0,,,,,0.6,119
heldout_method,equal_facets,l242-s4-narayanan-2006,article:l242,0,,,,,0.45,119
heldout_method,gower_field_pool,l242-s4-narayanan-2006,article:l242,0,,,,,0.4,119
heldout_method,sequence_as_set,l242-s4-narayanan-2006,article:l242,0,,,,,0.6,119
heldout_method,sequence_as_bag,l242-s4-narayanan-2006,article:l242,0,,,,,0.6,119
heldout_method,random_gallery,l242-s4-narayanan-2006,article:l242,0,,,,,0.3277310924369748,119
heldout_method,balanced_strict,l140-s9-gao-2012,article:l140,0,,,,,0.4,119
heldout_method,equal_facets,l140-s9-gao-2012,article:l140,0,,,,,0.4,119
heldout_method,gower_field_pool,l140-s9-gao-2012,article:l140,0,,,,,0.2,119
heldout_method,sequence_as_set,l140-s9-gao-2012,article:l140,0,,,,,0.6,119
heldout_method,sequence_as_bag,l140-s9-gao-2012,article:l140,0,,,,,0.4,119
heldout_method,random_gallery,l140-s9-gao-2012,article:l140,0,,,,,0.3277310924369748,119
heldout_method,balanced_strict,l210-s4-zhang-2014,article:l210,0,,,,,0.6,119
heldout_method,equal_facets,l210-s4-zhang-2014,article:l210,0,,,,,0.8,119
heldout_method,gower_field_pool,l210-s4-zhang-2014,article:l210,0,,,,,1.0,119
heldout_method,sequence_as_set,l210-s4-zhang-2014,article:l210,0,,,,,0.6,119
heldout_method,sequence_as_bag,l210-s4-zhang-2014,article:l210,0,,,,,0.6,119
heldout_method,random_gallery,l210-s4-zhang-2014,article:l210,0,,,,,0.3277310924369748,119
heldout_method,balanced_strict,l380-s1-zhao-2017,article:l380,0,,,,,0.2,119
heldout_method,equal_facets,l380-s1-zhao-2017,article:l380,0,,,,,0.4,119
heldout_method,gower_field_pool,l380-s1-zhao-2017,article:l380,0,,,,,0.6,119
heldout_method,sequence_as_set,l380-s1-zhao-2017,article:l380,0,,,,,0.2,119
heldout_method,sequence_as_bag,l380-s1-zhao-2017,article:l380,0,,,,,0.2,119
heldout_method,random_gallery,l380-s1-zhao-2017,article:l380,0,,,,,0.3277310924369748,119
heldout_method,balanced_strict,l386-s54-jimenez-2019,article:l386,0,,,,,0.4,119
heldout_method,equal_facets,l386-s54-jimenez-2019,article:l386,0,,,,,0.8,119
heldout_method,gower_field_pool,l386-s54-jimenez-2019,article:l386,0,,,,,0.0,119
heldout_method,sequence_as_set,l386-s54-jimenez-2019,article:l386,0,,,,,0.6,119
heldout_method,sequence_as_bag,l386-s54-jimenez-2019,article:l386,0,,,,,0.6,119
heldout_method,random_gallery,l386-s54-jimenez-2019,article:l386,0,,,,,0.3277310924369748,119
heldout_method,balanced_strict,l121-s8-nelson-2005,article:l121,0,,,,,0.2,119
heldout_method,equal_facets,l121-s8-nelson-2005,article:l121,0,,,,,0.2,119
heldout_method,gower_field_pool,l121-s8-nelson-2005,article:l121,0,,,,,0.0,119
heldout_method,sequence_as_set,l121-s8-nelson-2005,article:l121,0,,,,,0.2,119
heldout_method,sequence_as_bag,l121-s8-nelson-2005,article:l121,0,,,,,0.2,119
heldout_method,random_gallery,l121-s8-nelson-2005,article:l121,0,,,,,0.3277310924369748,119
heldout_method,balanced_strict,l379-s8-liu-2017,article:l379,0,,,,,0.6,119
heldout_method,equal_facets,l379-s8-liu-2017,article:l379,0,,,,,1.0,119
heldout_method,gower_field_pool,l379-s8-liu-2017,article:l379,0,,,,,0.4,119
heldout_method,sequence_as_set,l379-s8-liu-2017,article:l379,0,,,,,0.6,119
heldout_method,sequence_as_bag,l379-s8-liu-2017,article:l379,0,,,,,0.8,119
heldout_method,random_gallery,l379-s8-liu-2017,article:l379,0,,,,,0.3277310924369748,119
heldout_method,balanced_strict,l211-s17-ash-2004,article:l211,0,,,,,0.0,118
heldout_method,equal_facets,l211-s17-ash-2004,article:l211,0,,,,,0.6,118
heldout_method,gower_field_pool,l211-s17-ash-2004,article:l211,0,,,,,0.0,118
heldout_method,sequence_as_set,l211-s17-ash-2004,article:l211,0,,,,,0.6,118
heldout_method,sequence_as_bag,l211-s17-ash-2004,article:l211,0,,,,,0.4,118
heldout_method,random_gallery,l211-s17-ash-2004,article:l211,0,,,,,0.3220338983050847,118
heldout_method,balanced_strict,l396-s6-ghosh-2013,article:l396,0,,,,,0.6,118
heldout_method,equal_facets,l396-s6-ghosh-2013,article:l396,0,,,,,0.4,118
heldout_method,gower_field_pool,l396-s6-ghosh-2013,article:l396,0,,,,,0.6,118
heldout_method,sequence_as_set,l396-s6-ghosh-2013,article:l396,0,,,,,0.8,118
heldout_method,sequence_as_bag,l396-s6-ghosh-2013,article:l396,0,,,,,0.6,118
heldout_method,random_gallery,l396-s6-ghosh-2013,article:l396,0,,,,,0.3220338983050847,118
heldout_method,balanced_strict,l111-s3-singha-2009,article:l111,0,,,,,0.6,118
heldout_method,equal_facets,l111-s3-singha-2009,article:l111,0,,,,,0.6,118
heldout_method,gower_field_pool,l111-s3-singha-2009,article:l111,0,,,,,0.0,118
heldout_method,sequence_as_set,l111-s3-singha-2009,article:l111,0,,,,,0.6,118
heldout_method,sequence_as_bag,l111-s3-singha-2009,article:l111,0,,,,,0.6,118
heldout_method,random_gallery,l111-s3-singha-2009,article:l111,0,,,,,0.3220338983050847,118
heldout_method,balanced_strict,l211-s15-ash-2004,article:l211,0,,,,,0.0,118
heldout_method,equal_facets,l211-s15-ash-2004,article:l211,0,,,,,0.6,118
heldout_method,gower_field_pool,l211-s15-ash-2004,article:l211,0,,,,,0.0,118
heldout_method,sequence_as_set,l211-s15-ash-2004,article:l211,0,,,,,0.6,118
heldout_method,sequence_as_bag,l211-s15-ash-2004,article:l211,0,,,,,0.4,118
heldout_method,random_gallery,l211-s15-ash-2004,article:l211,0,,,,,0.3220338983050847,118
heldout_method,balanced_strict,l313-s2-huang-2014,article:l313,0,,,,,1.0,119
heldout_method,equal_facets,l313-s2-huang-2014,article:l313,0,,,,,0.8,119
heldout_method,gower_field_pool,l313-s2-huang-2014,article:l313,0,,,,,0.8,119
heldout_method,sequence_as_set,l313-s2-huang-2014,article:l313,0,,,,,0.6,119
heldout_method,sequence_as_bag,l313-s2-huang-2014,article:l313,0,,,,,0.6,119
heldout_method,random_gallery,l313-s2-huang-2014,article:l313,0,,,,,0.3277310924369748,119
heldout_method,balanced_strict,l290-s24-si-2006,article:l290,0,,,,,0.2,119
heldout_method,equal_facets,l290-s24-si-2006,article:l290,0,,,,,0.2,119
heldout_method,gower_field_pool,l290-s24-si-2006,article:l290,0,,,,,0.2,119
heldout_method,sequence_as_set,l290-s24-si-2006,article:l290,0,,,,,0.2,119
heldout_method,sequence_as_bag,l290-s24-si-2006,article:l290,0,,,,,0.2,119
heldout_method,random_gallery,l290-s24-si-2006,article:l290,0,,,,,0.3277310924369748,119
heldout_method,balanced_strict,l229-s2-bao-2011,article:l229,0,,,,,0.0,118
heldout_method,equal_facets,l229-s2-bao-2011,article:l229,0,,,,,0.0,118
heldout_method,gower_field_pool,l229-s2-bao-2011,article:l229,0,,,,,0.0,118
heldout_method,sequence_as_set,l229-s2-bao-2011,article:l229,0,,,,,0.0,118
heldout_method,sequence_as_bag,l229-s2-bao-2011,article:l229,0,,,,,0.0,118
heldout_method,random_gallery,l229-s2-bao-2011,article:l229,0,,,,,0.3220338983050847,118
heldout_method,balanced_strict,l203-s17-ma-2009,article:l203,0,,,,,0.2,119
heldout_method,equal_facets,l203-s17-ma-2009,article:l203,0,,,,,0.2,119
heldout_method,gower_field_pool,l203-s17-ma-2009,article:l203,0,,,,,0.2,119
heldout_method,sequence_as_set,l203-s17-ma-2009,article:l203,0,,,,,0.2,119
heldout_method,sequence_as_bag,l203-s17-ma-2009,article:l203,0,,,,,0.4,119
heldout_method,random_gallery,l203-s17-ma-2009,article:l203,0,,,,,0.3277310924369748,119
heldout_method,balanced_strict,l383-s1-sadeghi-2017,article:l383,0,,,,,0.6,119
heldout_method,equal_facets,l383-s1-sadeghi-2017,article:l383,0,,,,,0.6,119
heldout_method,gower_field_pool,l383-s1-sadeghi-2017,article:l383,0,,,,,0.6,119
heldout_method,sequence_as_set,l383-s1-sadeghi-2017,article:l383,0,,,,,0.4,119
heldout_method,sequence_as_bag,l383-s1-sadeghi-2017,article:l383,0,,,,,0.6,119
heldout_method,random_gallery,l383-s1-sadeghi-2017,article:l383,0,,,,,0.3277310924369748,119
heldout_method,balanced_strict,l309-s4-torki-2010,article:l309,0,,,,,0.6,119
heldout_method,equal_facets,l309-s4-torki-2010,article:l309,0,,,,,0.8,119
heldout_method,gower_field_pool,l309-s4-torki-2010,article:l309,0,,,,,0.6,119
heldout_method,sequence_as_set,l309-s4-torki-2010,article:l309,0,,,,,0.2,119
heldout_method,sequence_as_bag,l309-s4-torki-2010,article:l309,0,,,,,0.6,119
heldout_method,random_gallery,l309-s4-torki-2010,article:l309,0,,,,,0.3277310924369748,119
heldout_method,balanced_strict,l142-s2-gao-2014,article:l142,0,,,,,0.4,119
heldout_method,equal_facets,l142-s2-gao-2014,article:l142,0,,,,,0.6,119
heldout_method,gower_field_pool,l142-s2-gao-2014,article:l142,0,,,,,0.4,119
heldout_method,sequence_as_set,l142-s2-gao-2014,article:l142,0,,,,,0.6,119
heldout_method,sequence_as_bag,l142-s2-gao-2014,article:l142,0,,,,,0.4,119
heldout_method,random_gallery,l142-s2-gao-2014,article:l142,0,,,,,0.3277310924369748,119
heldout_method,balanced_strict,l177-s2-yang-2013,article:l177,0,,,,,0.8,119
heldout_method,equal_facets,l177-s2-yang-2013,article:l177,0,,,,,0.6,119
heldout_method,gower_field_pool,l177-s2-yang-2013,article:l177,0,,,,,0.8,119
heldout_method,sequence_as_set,l177-s2-yang-2013,article:l177,0,,,,,1.0,119
heldout_method,sequence_as_bag,l177-s2-yang-2013,article:l177,0,,,,,0.8,119
heldout_method,random_gallery,l177-s2-yang-2013,article:l177,0,,,,,0.3277310924369748,119
heldout_method,balanced_strict,l274-s3-goh-2003,article:l274,0,,,,,0.4,119
heldout_method,equal_facets,l274-s3-goh-2003,article:l274,0,,,,,0.4,119
heldout_method,gower_field_pool,l274-s3-goh-2003,article:l274,0,,,,,0.2,119
heldout_method,sequence_as_set,l274-s3-goh-2003,article:l274,0,,,,,0.2,119
heldout_method,sequence_as_bag,l274-s3-goh-2003,article:l274,0,,,,,0.4,119
heldout_method,random_gallery,l274-s3-goh-2003,article:l274,0,,,,,0.3277310924369748,119
heldout_method,balanced_strict,l221-s8-dai-2008,article:l221,0,,,,,0.4,118
heldout_method,equal_facets,l221-s8-dai-2008,article:l221,0,,,,,0.6,118
heldout_method,gower_field_pool,l221-s8-dai-2008,article:l221,0,,,,,0.0,118
heldout_method,sequence_as_set,l221-s8-dai-2008,article:l221,0,,,,,0.6,118
heldout_method,sequence_as_bag,l221-s8-dai-2008,article:l221,0,,,,,0.4,118
heldout_method,random_gallery,l221-s8-dai-2008,article:l221,0,,,,,0.3220338983050847,118
heldout_method,balanced_strict,l191-s3-xie-2004,article:l191,0,,,,,0.6,118
heldout_method,equal_facets,l191-s3-xie-2004,article:l191,0,,,,,0.8,118
heldout_method,gower_field_pool,l191-s3-xie-2004,article:l191,0,,,,,0.6,118
heldout_method,sequence_as_set,l191-s3-xie-2004,article:l191,0,,,,,0.4,118
heldout_method,sequence_as_bag,l191-s3-xie-2004,article:l191,0,,,,,0.6,118
heldout_method,random_gallery,l191-s3-xie-2004,article:l191,0,,,,,0.3220338983050847,118
heldout_method,balanced_strict,l275-s1-zhou-2006,article:l275,0,,,,,0.4,119
heldout_method,equal_facets,l275-s1-zhou-2006,article:l275,0,,,,,0.4,119
heldout_method,gower_field_pool,l275-s1-zhou-2006,article:l275,0,,,,,0.8,119
heldout_method,sequence_as_set,l275-s1-zhou-2006,article:l275,0,,,,,0.4,119
heldout_method,sequence_as_bag,l275-s1-zhou-2006,article:l275,0,,,,,0.4,119
heldout_method,random_gallery,l275-s1-zhou-2006,article:l275,0,,,,,0.3277310924369748,119
heldout_method,balanced_strict,l382-s1-huang-2019,article:l382,0,,,,,0.0,119
heldout_method,equal_facets,l382-s1-huang-2019,article:l382,0,,,,,0.2,119
heldout_method,gower_field_pool,l382-s1-huang-2019,article:l382,0,,,,,0.2,119
heldout_method,sequence_as_set,l382-s1-huang-2019,article:l382,0,,,,,0.2,119
heldout_method,sequence_as_bag,l382-s1-huang-2019,article:l382,0,,,,,0.0,119
heldout_method,random_gallery,l382-s1-huang-2019,article:l382,0,,,,,0.3277310924369748,119
heldout_method,balanced_strict,l258-s4-du-2004,article:l258,0,,,,,0.8,119
heldout_method,equal_facets,l258-s4-du-2004,article:l258,0,,,,,0.8,119
heldout_method,gower_field_pool,l258-s4-du-2004,article:l258,0,,,,,0.6,119
heldout_method,sequence_as_set,l258-s4-du-2004,article:l258,0,,,,,0.8,119
heldout_method,sequence_as_bag,l258-s4-du-2004,article:l258,0,,,,,0.8,119
heldout_method,random_gallery,l258-s4-du-2004,article:l258,0,,,,,0.3277310924369748,119
heldout_method,balanced_strict,l200-s4-schoch-2008,article:l200,0,,,,,0.2,119
heldout_method,equal_facets,l200-s4-schoch-2008,article:l200,0,,,,,0.4,119
heldout_method,gower_field_pool,l200-s4-schoch-2008,article:l200,0,,,,,0.4,119
heldout_method,sequence_as_set,l200-s4-schoch-2008,article:l200,0,,,,,0.8,119
heldout_method,sequence_as_bag,l200-s4-schoch-2008,article:l200,0,,,,,0.2,119
heldout_method,random_gallery,l200-s4-schoch-2008,article:l200,0,,,,,0.3277310924369748,119
heldout_method,balanced_strict,l325-s5-manafi-2015,article:l325,0,,,,,0.4,119
heldout_method,equal_facets,l325-s5-manafi-2015,article:l325,0,,,,,0.6,119
heldout_method,gower_field_pool,l325-s5-manafi-2015,article:l325,0,,,,,0.6,119
heldout_method,sequence_as_set,l325-s5-manafi-2015,article:l325,0,,,,,0.4,119
heldout_method,sequence_as_bag,l325-s5-manafi-2015,article:l325,0,,,,,0.2,119
heldout_method,random_gallery,l325-s5-manafi-2015,article:l325,0,,,,,0.3277310924369748,119
heldout_method,balanced_strict,l180-s3-maillard-2012,article:l180,0,,,,,0.0,119
heldout_method,equal_facets,l180-s3-maillard-2012,article:l180,0,,,,,0.0,119
heldout_method,gower_field_pool,l180-s3-maillard-2012,article:l180,0,,,,,0.0,119
heldout_method,sequence_as_set,l180-s3-maillard-2012,article:l180,0,,,,,0.0,119
heldout_method,sequence_as_bag,l180-s3-maillard-2012,article:l180,0,,,,,0.0,119
heldout_method,random_gallery,l180-s3-maillard-2012,article:l180,0,,,,,0.3277310924369748,119
heldout_method,balanced_strict,l310-s5-chatterjee-2007,article:l310,0,,,,,0.2,119
heldout_method,equal_facets,l310-s5-chatterjee-2007,article:l310,0,,,,,0.0,119
heldout_method,gower_field_pool,l310-s5-chatterjee-2007,article:l310,0,,,,,0.0,119
heldout_method,sequence_as_set,l310-s5-chatterjee-2007,article:l310,0,,,,,0.0,119
heldout_method,sequence_as_bag,l310-s5-chatterjee-2007,article:l310,0,,,,,0.0,119
heldout_method,random_gallery,l310-s5-chatterjee-2007,article:l310,0,,,,,0.3277310924369748,119
heldout_method,balanced_strict,l413-s3-botta-2018,article:l413,0,,,,,0.8,119
heldout_method,equal_facets,l413-s3-botta-2018,article:l413,0,,,,,0.6,119
heldout_method,gower_field_pool,l413-s3-botta-2018,article:l413,0,,,,,0.8,119
heldout_method,sequence_as_set,l413-s3-botta-2018,article:l413,0,,,,,0.6,119
heldout_method,sequence_as_bag,l413-s3-botta-2018,article:l413,0,,,,,0.6,119
heldout_method,random_gallery,l413-s3-botta-2018,article:l413,0,,,,,0.3277310924369748,119
heldout_method,balanced_strict,l375-s4-rishi-2018,article:l375,0,,,,,0.4,118
heldout_method,equal_facets,l375-s4-rishi-2018,article:l375,0,,,,,0.4,118
heldout_method,gower_field_pool,l375-s4-rishi-2018,article:l375,0,,,,,0.6,118
heldout_method,sequence_as_set,l375-s4-rishi-2018,article:l375,0,,,,,0.2,118
heldout_method,sequence_as_bag,l375-s4-rishi-2018,article:l375,0,,,,,0.4,118
heldout_method,random_gallery,l375-s4-rishi-2018,article:l375,0,,,,,0.3220338983050847,118
heldout_method,balanced_strict,l252-s3-ameli-2014,article:l252,0,,,,,0.8,119
heldout_method,equal_facets,l252-s3-ameli-2014,article:l252,0,,,,,0.2,119
heldout_method,gower_field_pool,l252-s3-ameli-2014,article:l252,0,,,,,0.6,119
heldout_method,sequence_as_set,l252-s3-ameli-2014,article:l252,0,,,,,0.8,119
heldout_method,sequence_as_bag,l252-s3-ameli-2014,article:l252,0,,,,,0.8,119
heldout_method,random_gallery,l252-s3-ameli-2014,article:l252,0,,,,,0.3277310924369748,119
heldout_method,balanced_strict,l154-s3-eitan-2005,article:l154,0,,,,,0.2,119
heldout_method,equal_facets,l154-s3-eitan-2005,article:l154,0,,,,,0.2,119
heldout_method,gower_field_pool,l154-s3-eitan-2005,article:l154,0,,,,,0.4,119
heldout_method,sequence_as_set,l154-s3-eitan-2005,article:l154,0,,,,,0.0,119
heldout_method,sequence_as_bag,l154-s3-eitan-2005,article:l154,0,,,,,0.0,119
heldout_method,random_gallery,l154-s3-eitan-2005,article:l154,0,,,,,0.3277310924369748,119
heldout_method,balanced_strict,l376-s6-carroll-2017,article:l376,0,,,,,0.6,119
heldout_method,equal_facets,l376-s6-carroll-2017,article:l376,0,,,,,0.6,119
heldout_method,gower_field_pool,l376-s6-carroll-2017,article:l376,0,,,,,0.2,119
heldout_method,sequence_as_set,l376-s6-carroll-2017,article:l376,0,,,,,0.6,119
heldout_method,sequence_as_bag,l376-s6-carroll-2017,article:l376,0,,,,,0.6,119
heldout_method,random_gallery,l376-s6-carroll-2017,article:l376,0,,,,,0.3277310924369748,119
heldout_method,balanced_strict,l111-s4-singha-2009,article:l111,0,,,,,0.6,118
heldout_method,equal_facets,l111-s4-singha-2009,article:l111,0,,,,,0.6,118
heldout_method,gower_field_pool,l111-s4-singha-2009,article:l111,0,,,,,0.0,118
heldout_method,sequence_as_set,l111-s4-singha-2009,article:l111,0,,,,,0.6,118
heldout_method,sequence_as_bag,l111-s4-singha-2009,article:l111,0,,,,,0.6,118
heldout_method,random_gallery,l111-s4-singha-2009,article:l111,0,,,,,0.3220338983050847,118
heldout_method,balanced_strict,l179-s5-ramanathan-2007,article:l179,0,,,,,0.0,119
heldout_method,equal_facets,l179-s5-ramanathan-2007,article:l179,0,,,,,0.2,119
heldout_method,gower_field_pool,l179-s5-ramanathan-2007,article:l179,0,,,,,0.4,119
